Date,Open,High,Low,Close,Volume,Adj Close
2012-02-01,0.055,0.12,0.055,0.075,000,0.075
2012-01-03,0.015,0.055,0.005,0.055,000,0.055
2011-12-01,0.015,0.015,0.005,0.005,000,0.005
2011-11-01,0.005,0.02,0.005,0.015,000,0.015
2011-10-03,0.015,0.03,0.005,0.005,000,0.005
2011-09-01,0.01,0.025,0.005,0.01,000,0.01
2011-08-01,0.075,0.09,0.005,0.015,000,0.015
2011-07-01,0.025,0.095,0.005,0.09,000,0.09
2011-06-01,0.055,0.055,0.005,0.015,000,0.015
2011-05-02,0.04,0.055,0.005,0.04,000,0.04
2011-04-01,0.045,0.09,0.015,0.04,000,0.04
2011-03-01,0.14,0.14,0.06,0.09,000,0.09
2011-02-01,0.15,0.155,0.075,0.135,000,0.135
2011-01-03,0.135,0.16,0.11,0.145,000,0.145
2010-12-01,0.16,0.16,0.09,0.115,000,0.115
2010-11-01,0.11,0.165,0.10,0.16,000,0.16
2010-10-01,0.155,0.155,0.11,0.11,000,0.11
2010-09-01,0.135,0.16,0.12,0.155,000,0.155
2010-08-02,0.14,0.155,0.125,0.135,000,0.135
2010-07-01,0.17,0.17,0.135,0.14,000,0.14
2010-06-01,0.155,0.18,0.05,0.17,000,0.17
2010-05-03,0.155,0.17,0.08,0.15,000,0.15
2010-04-01,0.15,0.17,0.13,0.155,000,0.155
2010-03-01,0.125,0.16,0.115,0.15,000,0.15
2010-02-01,0.06,0.13,0.06,0.115,000,0.115
2010-01-04,0.08,0.08,0.015,0.07,000,0.07
2009-12-01,0.055,0.11,0.01,0.05,000,0.05
2009-11-02,0.055,0.065,0.005,0.05,000,0.05
2009-10-01,0.095,0.11,0.04,0.045,000,0.045
2009-09-01,0.145,0.145,0.065,0.115,000,0.115
2009-08-03,0.175,0.18,0.10,0.13,000,0.13
2009-07-01,0.175,0.185,0.12,0.175,000,0.175
2009-06-01,0.14,0.21,0.05,0.18,000,0.18
2009-05-01,0.13,0.19,0.12,0.13,000,0.13
2009-04-01,0.205,0.225,0.065,0.125,000,0.125
2009-03-02,0.245,0.27,0.115,0.20,000,0.20
2009-02-02,0.21,0.335,0.21,0.25,000,0.25
2009-01-02,0.095,0.24,0.05,0.22,000,0.22
2008-12-01,0.02,0.115,0.005,0.115,000,0.115
2008-11-03,0.44,0.505,0.005,0.02,000,0.02
2008-10-01,0.75,1.26,0.02,0.435,000,0.435
2008-09-02,1.695,1.75,0.01,0.90,000,0.90
2008-08-01,1.63,1.87,1.53,1.69,000,1.69
2008-07-01,1.83,1.86,1.25,1.635,000,1.635
2008-06-02,1.84,2.01,1.60,1.705,000,1.705
2008-05-01,1.35,1.91,1.31,1.85,000,1.85
2008-04-01,1.38,1.45,1.00,1.34,000,1.34
2008-03-03,1.835,1.845,0.20,1.275,000,1.275
2008-02-01,1.96,2.26,1.70,1.785,000,1.785
2008-01-02,3.265,3.30,1.80,1.87,000,1.87
2007-12-03,3.09,3.28,2.65,3.14,000,3.14
2007-11-01,3.80,3.80,2.80,3.07,000,3.07
2007-10-01,3.81,4.18,3.50,3.82,000,3.82
2007-09-04,4.125,4.29,3.50,3.70,000,3.70
2007-08-01,4.77,4.83,2.40,3.99,000,3.99
2007-07-02,4.715,4.88,4.69,4.81,000,4.81
2007-06-01,4.62,4.73,4.35,4.67,000,4.67
2007-05-01,4.765,4.775,4.565,4.59,000,4.59
2007-04-02,4.89,4.91,4.65,4.725,000,4.725
2007-03-01,4.98,4.995,4.87,4.895,000,4.895
2007-02-01,4.975,5.045,4.96,4.995,000,4.995
2007-01-03,4.92,5.015,4.885,4.975,000,4.975
2006-12-01,4.89,4.90,4.75,4.885,000,4.885
2006-11-01,4.94,4.965,4.88,4.89,000,4.89
2006-10-02,4.775,5.005,4.00,4.94,000,4.94
2006-09-01,4.905,4.91,4.72,4.76,000,4.76
2006-08-01,4.935,5.01,4.90,4.905,000,4.905
2006-07-03,4.885,5.03,4.855,4.935,000,4.935
2006-06-01,4.722,4.92,4.672,4.86,000,4.86
2006-05-01,4.65,4.847,4.637,4.715,000,4.715
2006-04-03,4.515,4.69,4.502,4.65,000,4.65
2006-03-01,4.497,4.582,4.242,4.515,000,4.515
2006-02-01,4.352,4.512,4.34,4.507,000,4.507
2006-01-03,4.025,4.375,4.005,4.37,000,4.37
2005-12-01,3.852,4.015,3.397,3.985,000,3.985
2005-11-01,3.865,3.93,3.82,3.857,000,3.857
2005-10-03,3.475,3.847,3.36,3.805,000,3.805
2005-09-01,3.428,3.555,3.298,3.47,000,3.47
2005-08-01,3.335,3.507,3.335,3.43,000,3.43
2005-07-01,3.06,3.359,3.058,3.332,23600,3.332
2005-06-01,2.907,3.083,2.882,3.06,7100,3.06
2005-05-02,2.837,2.895,2.711,2.882,22500,2.882
2005-04-01,2.727,2.872,2.683,2.837,30000,2.837
2005-03-01,2.697,2.818,2.672,2.722,91200,2.722
2005-02-01,2.457,2.703,2.422,2.69,164000,2.69
2005-01-03,2.199,2.427,2.197,2.422,23600,2.422
2004-12-01,2.172,2.267,2.142,2.182,000,2.182
2004-11-01,1.87,2.188,1.87,2.182,000,2.182
2004-10-01,1.668,1.877,1.648,1.867,000,1.867
2004-09-01,1.562,1.703,1.547,1.674,000,1.674
2004-08-02,1.40,1.577,1.372,1.568,000,1.568
2004-07-01,1.27,1.445,1.176,1.412,000,1.412
2004-06-01,1.054,1.387,1.053,1.303,000,1.303
2004-05-03,0.954,1.057,0.952,1.052,000,1.052
2004-04-01,0.922,1.002,0.912,0.952,000,0.952
2004-03-01,0.932,0.948,0.912,0.923,000,0.923
2004-02-02,0.901,0.943,0.897,0.927,000,0.927
2004-01-02,0.907,0.917,0.841,0.897,000,0.897
2003-12-01,0.912,0.921,0.833,0.907,000,0.907
2003-11-03,0.931,0.942,0.905,0.908,000,0.908
2003-10-01,0.91,0.949,0.873,0.932,000,0.932
2003-09-02,0.958,0.964,0.912,0.926,000,0.926
2003-08-01,0.93,0.977,0.895,0.96,000,0.96
2003-07-01,0.882,0.962,0.834,0.927,000,0.927
2003-06-02,1.087,1.104,0.774,0.838,000,0.838
2003-05-01,1.097,1.111,0.981,1.085,000,1.085
2003-04-01,1.097,1.162,1.082,1.101,000,1.101
2003-03-03,1.175,1.177,1.03,1.09,000,1.09
2003-02-03,1.15,1.187,1.137,1.175,000,1.175
2003-01-02,1.187,1.197,1.126,1.148,000,1.148
2002-12-02,1.212,1.217,1.132,1.182,000,1.182
2002-11-01,1.412,1.427,1.182,1.202,000,1.202
2002-10-01,1.532,1.662,1.407,1.417,000,1.417
2002-09-03,1.632,1.67,1.527,1.527,000,1.527
2002-08-01,1.667,1.667,1.557,1.645,000,1.645
2002-07-01,1.657,1.697,1.572,1.665,000,1.665
2002-06-03,1.702,1.723,1.625,1.659,000,1.659
2002-05-01,1.73,1.80,1.687,1.705,000,1.705
2002-04-01,1.75,1.78,1.65,1.73,000,1.73
2002-03-01,1.73,1.83,1.73,1.74,000,1.74
2002-02-01,1.73,1.75,1.66,1.72,000,1.72
2002-01-02,1.70,1.73,1.54,1.72,000,1.72
2001-12-03,1.73,1.75,1.60,1.67,000,1.67
2001-11-01,1.99,2.04,1.73,1.73,000,1.73
2001-10-01,2.31,2.34,1.98,2.01,000,2.01
2001-09-04,3.28,3.38,2.14,2.30,000,2.30
2001-08-01,3.45,3.46,3.27,3.28,000,3.28
2001-07-02,3.63,3.63,3.42,3.44,000,3.44
2001-06-01,3.53,3.60,3.33,3.56,000,3.56
2001-05-01,3.77,3.82,3.47,3.54,000,3.54
2001-04-02,4.17,4.19,3.59,3.83,000,3.83
2001-03-01,4.70,4.75,4.13,4.18,000,4.18
2001-02-01,4.83,4.95,4.62,4.72,000,4.72
2001-01-02,5.71,5.76,4.82,4.84,000,4.84
2000-12-01,6.05,6.05,5.09,5.73,000,5.73
2000-11-01,6.17,6.23,6.00,6.01,000,6.01
2000-10-02,6.03,6.18,5.95,6.15,000,6.15
2000-09-01,6.11,6.11,5.88,6.03,000,6.03
2000-08-01,6.07,6.14,5.98,6.11,000,6.11
2000-07-03,5.71,6.04,5.71,6.02,000,6.02
2000-06-01,5.43,5.85,5.41,5.70,000,5.70
2000-05-01,5.67,6.05,5.49,5.49,000,5.49
2000-04-03,5.71,5.74,5.57,5.65,000,5.65
2000-03-01,5.61,5.78,5.59,5.72,000,5.72
2000-02-01,5.56,5.68,5.40,5.64,000,5.64
2000-01-03,5.23,5.53,5.20,5.53,000,5.53
1999-12-01,5.15,5.44,4.97,5.17,000,5.17
1999-11-01,4.97,5.18,4.93,5.15,000,5.15
1999-10-01,4.73,5.01,4.65,4.96,000,4.96
1999-09-01,4.83,4.83,4.54,4.71,000,4.71
1999-08-02,4.62,4.87,4.55,4.85,000,4.85
1999-07-01,4.64,4.67,4.43,4.62,000,4.62
1999-06-01,4.53,4.76,4.39,4.67,000,4.67
1999-05-03,4.43,4.57,4.43,4.51,000,4.51
1999-04-01,4.37,4.43,4.15,4.43,000,4.43
1999-03-01,4.55,4.58,4.35,4.36,000,4.36
1999-02-01,4.38,4.55,4.35,4.55,000,4.55
1999-01-04,4.35,4.42,4.18,4.36,000,4.36
1998-12-01,4.40,4.50,4.29,4.35,000,4.35
1998-11-02,4.23,4.58,4.23,4.42,000,4.42
1998-10-01,4.23,4.29,3.53,4.21,000,4.21
1998-09-01,4.80,4.80,4.23,4.25,000,4.25
1998-08-03,4.95,4.98,4.74,4.76,000,4.76
1998-07-01,4.96,5.02,4.90,4.95,000,4.95
1998-06-01,4.88,5.10,4.84,4.97,000,4.97
1998-05-01,4.86,5.10,4.83,4.89,000,4.89
1998-04-01,4.99,5.07,4.85,4.85,000,4.85
1998-03-02,5.18,5.19,4.93,4.99,000,4.99
1998-02-02,5.06,5.20,4.97,5.18,000,5.18
1998-01-02,5.20,5.21,4.80,5.04,000,5.04
1997-12-01,5.07,5.37,5.00,5.20,000,5.20
1997-11-03,5.08,5.20,5.06,5.06,000,5.06
1997-10-01,4.96,5.12,4.84,5.06,000,5.06
1997-09-02,5.09,5.09,4.73,4.97,000,4.97
1997-08-01,5.08,5.19,5.05,5.09,000,5.09
1997-07-01,5.11,5.13,4.92,5.10,000,5.10
1997-06-02,4.81,5.05,4.78,5.05,000,5.05
1997-05-01,5.10,5.27,4.79,4.82,000,4.82
1997-04-01,5.18,5.20,5.08,5.10,000,5.10
1997-03-03,5.09,5.27,5.03,5.17,000,5.17
1997-02-03,5.01,5.08,4.94,5.07,000,5.07
1997-01-02,5.05,5.06,4.98,5.01,000,5.01
1996-12-02,5.00,5.07,4.77,5.05,000,5.05
1996-11-01,5.01,5.04,4.99,4.99,000,4.99
1996-10-01,5.01,5.04,4.83,5.01,000,5.01
1996-09-03,5.19,5.29,4.85,4.91,000,4.91
1996-08-01,5.16,5.18,4.99,5.14,000,5.14
1996-07-01,5.04,5.23,5.04,5.18,000,5.18
1996-06-03,5.05,5.15,5.02,5.03,000,5.03
1996-05-01,5.00,5.06,4.96,5.04,000,5.04
1996-04-01,4.99,5.04,4.81,5.01,000,5.01
1996-03-01,4.86,5.06,4.84,5.00,000,5.00
1996-02-01,4.91,4.91,4.75,4.88,000,4.88
1996-01-02,4.94,5.06,4.91,4.91,000,4.91
1995-12-01,5.32,5.35,4.83,4.96,000,4.96
1995-11-01,5.34,5.44,5.27,5.32,000,5.32
1995-10-02,5.27,5.35,5.20,5.31,000,5.31
1995-09-01,5.28,5.36,5.17,5.24,000,5.24
1995-08-01,5.42,5.49,5.27,5.27,000,5.27
1995-07-03,5.42,5.53,5.34,5.42,000,5.42
1995-06-01,5.62,5.62,5.33,5.43,000,5.43
1995-05-01,5.70,5.73,5.55,5.63,000,5.63
1995-04-03,5.69,5.74,5.56,5.69,000,5.69
1995-03-01,5.76,5.82,5.64,5.70,000,5.70
1995-02-01,5.82,5.89,5.63,5.75,000,5.75
1995-01-03,5.55,5.84,5.52,5.84,000,5.84
1994-12-01,5.57,5.83,5.37,5.53,000,5.53
1994-11-01,5.06,5.59,5.06,5.55,000,5.55
1994-10-03,4.65,5.08,4.65,5.02,000,5.02
1994-09-01,4.55,4.82,4.48,4.67,000,4.67
1994-08-01,4.28,4.65,4.28,4.56,000,4.56
1994-07-01,4.13,4.51,4.13,4.27,000,4.27
1994-06-01,4.21,4.21,4.08,4.14,000,4.14
1994-05-02,3.85,4.30,3.85,4.17,000,4.17
1994-04-04,3.61,3.89,3.53,3.86,000,3.86
1994-03-01,3.39,3.63,3.39,3.47,000,3.47
1994-02-01,3.02,3.44,3.02,3.36,000,3.36
1994-01-03,3.01,3.09,2.91,2.97,000,2.97
1993-12-01,3.14,3.14,2.98,3.00,000,3.00
1993-11-01,3.05,3.15,3.03,3.14,000,3.14
1993-10-01,2.92,3.09,2.92,3.03,000,3.03
1993-09-01,3.01,3.01,2.90,2.92,000,2.92
1993-08-02,3.07,3.08,2.98,3.01,000,3.01
1993-07-01,2.99,3.10,2.95,3.03,000,3.03
1993-06-01,3.04,3.13,3.03,3.03,000,3.03
1993-05-03,2.87,3.07,2.86,3.06,000,3.06
1993-04-01,2.90,2.92,2.79,2.91,000,2.91
1993-03-01,2.95,3.00,2.89,2.89,000,2.89
1993-02-01,2.90,2.96,2.89,2.95,000,2.95
1993-01-04,3.08,3.12,2.90,2.90,000,2.90
1992-12-01,3.33,3.34,3.08,3.08,000,3.08
1992-11-02,3.01,3.27,3.01,3.27,000,3.27
1992-10-01,2.61,3.02,2.61,2.96,000,2.96
1992-09-01,3.15,3.15,2.69,2.69,000,2.69
1992-08-03,3.17,3.17,3.06,3.16,000,3.16
1992-07-01,3.55,3.55,3.16,3.18,000,3.18
1992-06-01,3.75,3.75,3.57,3.57,000,3.57
1992-05-01,3.63,3.74,3.54,3.70,000,3.70
1992-04-01,4.01,4.02,3.62,3.70,000,3.70
1992-03-02,4.03,4.08,4.01,4.05,000,4.05
1992-02-03,3.84,3.96,3.73,3.93,000,3.93
1992-01-02,3.86,3.86,3.72,3.84,000,3.84
1991-12-02,4.38,4.38,3.74,3.88,000,3.88
1991-11-01,4.75,4.76,4.35,4.35,000,4.35
1991-10-01,5.10,5.10,4.82,4.82,000,4.82
1991-09-03,5.34,5.34,5.11,5.11,000,5.11
1991-08-01,5.55,5.55,5.11,5.33,000,5.33
1991-07-01,5.58,5.61,5.53,5.53,000,5.53
1991-06-03,5.60,5.62,5.54,5.54,000,5.54
1991-05-01,5.54,5.54,5.40,5.53,000,5.53
1991-04-01,5.76,5.77,5.51,5.51,000,5.51
1991-03-01,6.09,6.09,5.74,5.74,000,5.74
1991-02-01,6.00,6.04,5.85,6.04,000,6.04
1991-01-02,6.46,6.53,6.04,6.19,000,6.19
1990-12-03,7.05,7.05,6.44,6.44,000,6.44
1990-11-01,7.05,7.10,7.02,7.02,000,7.02
1990-10-01,7.13,7.25,7.04,7.11,000,7.11
1990-09-04,7.39,7.43,7.14,7.14,000,7.14
1990-08-01,7.42,7.59,7.29,7.39,000,7.39
1990-07-02,7.74,7.80,7.48,7.49,000,7.49
1990-06-01,7.68,7.80,7.66,7.74,000,7.74
1990-05-01,7.92,7.92,7.62,7.75,000,7.75
1990-04-02,7.78,7.82,7.69,7.79,000,7.79
1990-03-01,7.81,7.99,7.76,7.80,000,7.80
1990-02-01,7.76,7.82,7.58,7.77,000,7.77
1990-01-04,7.59,7.78,7.50,7.74,000,7.74
